game,opp_id,won,my_score,opp_score,t,total,ours,opp,uncertain,dead,created_exposed,own_half_exposed,cfg_margin,cfg_future_seed,cfg_created_near_tent_r,cfg_farm_r,raw
895549908,6480824,False,319.0,372.0,5,132,49,49,34,0,0,17,3,1,2,2,data/boss5_games/6480824/game_895549908.raw
895549908,6480824,False,319.0,372.0,10,142,53,53,36,0,0,18,3,1,2,2,data/boss5_games/6480824/game_895549908.raw
895549908,6480824,False,319.0,372.0,15,148,56,56,36,0,0,18,3,1,2,2,data/boss5_games/6480824/game_895549908.raw
895549908,6480824,False,319.0,372.0,20,150,56,56,38,0,0,19,3,1,2,2,data/boss5_games/6480824/game_895549908.raw
895549908,6480824,False,319.0,372.0,25,154,58,58,38,0,0,19,3,1,2,2,data/boss5_games/6480824/game_895549908.raw
895549908,6480824,False,319.0,372.0,30,154,77,58,19,0,0,0,3,1,2,2,data/boss5_games/6480824/game_895549908.raw
895549908,6480824,False,319.0,372.0,35,154,38,97,19,0,0,39,3,1,2,2,data/boss5_games/6480824/game_895549908.raw
895549908,6480824,False,319.0,372.0,40,159,61,78,20,0,0,20,3,1,2,2,data/boss5_games/6480824/game_895549908.raw
895549908,6480824,False,319.0,372.0,45,149,47,98,4,0,4,24,3,1,2,2,data/boss5_games/6480824/game_895549908.raw
895549908,6480824,False,319.0,372.0,50,160,63,97,0,0,0,20,3,1,2,2,data/boss5_games/6480824/game_895549908.raw
895549908,6480824,False,319.0,372.0,55,157,48,97,12,0,12,32,3,1,2,2,data/boss5_games/6480824/game_895549908.raw
895549908,6480824,False,319.0,372.0,60,148,36,96,16,0,16,36,3,1,2,2,data/boss5_games/6480824/game_895549908.raw
895549908,6480824,False,319.0,372.0,65,162,66,96,0,0,0,20,3,1,2,2,data/boss5_games/6480824/game_895549908.raw
895549908,6480824,False,319.0,372.0,70,164,68,76,20,0,0,20,3,1,2,2,data/boss5_games/6480824/game_895549908.raw
895549908,6480824,False,319.0,372.0,75,158,62,76,20,0,0,20,3,1,2,2,data/boss5_games/6480824/game_895549908.raw
895549908,6480824,False,319.0,372.0,80,146,50,76,20,0,0,20,3,1,2,2,data/boss5_games/6480824/game_895549908.raw
895549908,6480824,False,319.0,372.0,85,145,30,95,20,0,0,40,3,1,2,2,data/boss5_games/6480824/game_895549908.raw
895549908,6480824,False,319.0,372.0,90,150,54,96,0,0,0,20,3,1,2,2,data/boss5_games/6480824/game_895549908.raw
895549908,6480824,False,319.0,372.0,95,163,59,96,8,0,8,28,3,1,2,2,data/boss5_games/6480824/game_895549908.raw
895549908,6480824,False,319.0,372.0,100,148,52,96,0,0,0,20,3,1,2,2,data/boss5_games/6480824/game_895549908.raw
895549908,6480824,False,319.0,372.0,105,148,44,96,8,0,8,28,3,1,2,2,data/boss5_games/6480824/game_895549908.raw
895549908,6480824,False,319.0,372.0,110,160,64,96,0,0,0,20,3,1,2,2,data/boss5_games/6480824/game_895549908.raw
895549908,6480824,False,319.0,372.0,115,160,64,96,0,0,0,20,3,1,2,2,data/boss5_games/6480824/game_895549908.raw
895549908,6480824,False,319.0,372.0,120,148,32,96,20,0,0,40,3,1,2,2,data/boss5_games/6480824/game_895549908.raw
895549908,6480824,False,319.0,372.0,125,163,44,99,20,0,0,40,3,1,2,2,data/boss5_games/6480824/game_895549908.raw
895549908,6480824,False,319.0,372.0,130,156,64,92,0,0,0,20,3,1,2,2,data/boss5_games/6480824/game_895549908.raw
895549908,6480824,False,319.0,372.0,135,172,16,104,52,0,32,72,3,1,2,2,data/boss5_games/6480824/game_895549908.raw
895549908,6480824,False,319.0,372.0,140,150,20,99,31,0,12,51,3,1,2,2,data/boss5_games/6480824/game_895549908.raw
895549908,6480824,False,319.0,372.0,145,153,54,79,20,0,0,20,3,1,2,2,data/boss5_games/6480824/game_895549908.raw
895549908,6480824,False,319.0,372.0,150,170,32,103,35,0,16,55,3,1,2,2,data/boss5_games/6480824/game_895549908.raw
895549908,6480824,False,319.0,372.0,155,163,60,103,0,0,0,20,3,1,2,2,data/boss5_games/6480824/game_895549908.raw
895549908,6480824,False,319.0,372.0,160,147,8,99,40,0,24,60,3,1,2,2,data/boss5_games/6480824/game_895549908.raw
895549908,6480824,False,319.0,372.0,165,148,49,99,0,0,0,20,3,1,2,2,data/boss5_games/6480824/game_895549908.raw
895549908,6480824,False,319.0,372.0,170,158,12,95,51,0,32,71,3,1,2,2,data/boss5_games/6480824/game_895549908.raw
895549908,6480824,False,319.0,372.0,175,148,31,91,26,0,8,46,3,1,2,2,data/boss5_games/6480824/game_895549908.raw
895549908,6480824,False,319.0,372.0,180,148,0,99,49,0,31,69,3,1,2,2,data/boss5_games/6480824/game_895549908.raw
895549908,6480824,False,319.0,372.0,185,140,49,91,0,0,0,20,3,1,2,2,data/boss5_games/6480824/game_895549908.raw
895549908,6480824,False,319.0,372.0,190,174,59,95,20,0,0,20,3,1,2,2,data/boss5_games/6480824/game_895549908.raw
895549908,6480824,False,319.0,372.0,195,178,57,121,0,0,0,20,3,1,2,2,data/boss5_games/6480824/game_895549908.raw
895549908,6480824,False,319.0,372.0,200,171,50,121,0,0,0,20,3,1,2,2,data/boss5_games/6480824/game_895549908.raw
895549908,6480824,False,319.0,372.0,205,180,63,117,0,0,0,20,3,1,2,2,data/boss5_games/6480824/game_895549908.raw
895549908,6480824,False,319.0,372.0,210,190,32,131,27,0,8,47,3,1,2,2,data/boss5_games/6480824/game_895549908.raw
895549908,6480824,False,319.0,372.0,215,183,24,128,31,0,12,51,3,1,2,2,data/boss5_games/6480824/game_895549908.raw
895549908,6480824,False,319.0,372.0,220,181,52,129,0,0,0,20,3,1,2,2,data/boss5_games/6480824/game_895549908.raw
895549908,6480824,False,319.0,372.0,225,185,64,121,0,0,0,20,3,1,2,2,data/boss5_games/6480824/game_895549908.raw
895549908,6480824,False,319.0,372.0,230,199,64,135,0,0,0,20,3,1,2,2,data/boss5_games/6480824/game_895549908.raw
895549908,6480824,False,319.0,372.0,235,198,60,138,0,0,0,20,3,1,2,2,data/boss5_games/6480824/game_895549908.raw
895549908,6480824,False,319.0,372.0,240,209,52,153,4,0,4,24,3,1,2,2,data/boss5_games/6480824/game_895549908.raw
895549908,6480824,False,319.0,372.0,245,215,56,147,12,0,12,32,3,1,2,2,data/boss5_games/6480824/game_895549908.raw
895549908,6480824,False,319.0,372.0,250,201,60,141,0,0,0,20,3,1,2,2,data/boss5_games/6480824/game_895549908.raw
895549908,6480824,False,319.0,372.0,255,185,60,125,0,0,0,20,3,1,2,2,data/boss5_games/6480824/game_895549908.raw
895549908,6480824,False,319.0,372.0,260,171,52,119,0,0,0,20,3,1,2,2,data/boss5_games/6480824/game_895549908.raw
895549908,6480824,False,319.0,372.0,265,167,52,115,0,0,0,20,3,1,2,2,data/boss5_games/6480824/game_895549908.raw
895549908,6480824,False,319.0,372.0,270,159,64,95,0,0,0,20,3,1,2,2,data/boss5_games/6480824/game_895549908.raw
895549908,6480824,False,319.0,372.0,275,153,60,93,0,0,0,20,3,1,2,2,data/boss5_games/6480824/game_895549908.raw
895549908,6480824,False,319.0,372.0,280,135,56,79,0,0,0,20,3,1,2,2,data/boss5_games/6480824/game_895549908.raw
895549908,6480824,False,319.0,372.0,285,151,60,91,0,0,0,20,3,1,2,2,data/boss5_games/6480824/game_895549908.raw
895549908,6480824,False,319.0,372.0,290,125,46,59,0,20,0,20,3,1,2,2,data/boss5_games/6480824/game_895549908.raw
895549908,6480824,False,319.0,372.0,295,126,43,31,0,52,0,20,3,1,2,2,data/boss5_games/6480824/game_895549908.raw
895549908,6480824,False,319.0,372.0,300,84,0,0,0,84,0,44,3,1,2,2,data/boss5_games/6480824/game_895549908.raw
895549929,6480824,False,244.0,288.0,5,276,100,100,76,0,0,38,3,1,2,2,data/boss5_games/6480824/game_895549929.raw
895549929,6480824,False,244.0,288.0,10,284,122,122,40,0,0,39,3,1,2,2,data/boss5_games/6480824/game_895549929.raw
895549929,6480824,False,244.0,288.0,15,294,108,108,78,0,0,39,3,1,2,2,data/boss5_games/6480824/game_895549929.raw
895549929,6480824,False,244.0,288.0,20,296,109,109,78,0,0,39,3,1,2,2,data/boss5_games/6480824/game_895549929.raw
895549929,6480824,False,244.0,288.0,25,304,132,132,40,0,0,39,3,1,2,2,data/boss5_games/6480824/game_895549929.raw
895549929,6480824,False,244.0,288.0,30,304,113,113,78,0,0,39,3,1,2,2,data/boss5_games/6480824/game_895549929.raw
895549929,6480824,False,244.0,288.0,35,308,40,230,38,0,0,114,3,1,2,2,data/boss5_games/6480824/game_895549929.raw
895549929,6480824,False,244.0,288.0,40,290,0,270,20,0,0,135,3,1,2,2,data/boss5_games/6480824/game_895549929.raw
895549929,6480824,False,244.0,288.0,45,293,139,58,96,0,0,38,3,1,2,2,data/boss5_games/6480824/game_895549929.raw
895549929,6480824,False,244.0,288.0,50,284,12,175,97,0,0,116,3,1,2,2,data/boss5_games/6480824/game_895549929.raw
895549929,6480824,False,244.0,288.0,55,292,0,272,20,0,20,136,3,1,2,2,data/boss5_games/6480824/game_895549929.raw
895549929,6480824,False,244.0,288.0,60,299,145,39,115,0,0,76,3,1,2,2,data/boss5_games/6480824/game_895549929.raw
895549929,6480824,False,244.0,288.0,65,286,34,175,77,0,0,96,3,1,2,2,data/boss5_games/6480824/game_895549929.raw
895549929,6480824,False,244.0,288.0,70,290,34,175,81,0,4,100,3,1,2,2,data/boss5_games/6480824/game_895549929.raw
895549929,6480824,False,244.0,288.0,75,277,64,174,39,0,0,57,3,1,2,2,data/boss5_games/6480824/game_895549929.raw
895549929,6480824,False,244.0,288.0,80,270,19,195,56,0,0,95,3,1,2,2,data/boss5_games/6480824/game_895549929.raw
895549929,6480824,False,244.0,288.0,85,256,4,213,39,0,0,96,3,1,2,2,data/boss5_games/6480824/game_895549929.raw
895549929,6480824,False,244.0,288.0,90,251,0,213,38,0,0,95,3,1,2,2,data/boss5_games/6480824/game_895549929.raw
895549929,6480824,False,244.0,288.0,95,251,0,211,40,0,0,95,3,1,2,2,data/boss5_games/6480824/game_895549929.raw
895549929,6480824,False,244.0,288.0,100,234,4,172,58,0,0,94,3,1,2,2,data/boss5_games/6480824/game_895549929.raw
895549929,6480824,False,244.0,288.0,105,238,0,192,46,0,8,102,3,1,2,2,data/boss5_games/6480824/game_895549929.raw
895549929,6480824,False,244.0,288.0,110,229,35,117,77,0,0,58,3,1,2,2,data/boss5_games/6480824/game_895549929.raw
895549929,6480824,False,244.0,288.0,115,230,0,191,39,0,0,94,3,1,2,2,data/boss5_games/6480824/game_895549929.raw
895549929,6480824,False,244.0,288.0,120,214,0,191,23,0,4,98,3,1,2,2,data/boss5_games/6480824/game_895549929.raw
895549929,6480824,False,244.0,288.0,125,223,4,173,46,0,8,103,3,1,2,2,data/boss5_games/6480824/game_895549929.raw
895549929,6480824,False,244.0,288.0,130,216,0,174,42,0,4,100,3,1,2,2,data/boss5_games/6480824/game_895549929.raw
895549929,6480824,False,244.0,288.0,135,223,0,173,50,0,12,108,3,1,2,2,data/boss5_games/6480824/game_895549929.raw
895549929,6480824,False,244.0,288.0,140,208,4,162,42,0,4,100,3,1,2,2,data/boss5_games/6480824/game_895549929.raw
895549929,6480824,False,244.0,288.0,145,221,0,179,42,0,4,100,3,1,2,2,data/boss5_games/6480824/game_895549929.raw
895549929,6480824,False,244.0,288.0,150,240,0,194,46,0,8,104,3,1,2,2,data/boss5_games/6480824/game_895549929.raw
895549929,6480824,False,244.0,288.0,155,263,4,217,42,0,4,100,3,1,2,2,data/boss5_games/6480824/game_895549929.raw
895549929,6480824,False,244.0,288.0,160,270,8,202,60,0,4,81,3,1,2,2,data/boss5_games/6480824/game_895549929.raw
895549929,6480824,False,244.0,288.0,165,286,46,222,18,0,0,39,3,1,2,2,data/boss5_games/6480824/game_895549929.raw
895549929,6480824,False,244.0,288.0,170,275,0,237,38,0,0,77,3,1,2,2,data/boss5_games/6480824/game_895549929.raw
895549929,6480824,False,244.0,288.0,175,258,4,235,19,0,0,77,3,1,2,2,data/boss5_games/6480824/game_895549929.raw
895549929,6480824,False,244.0,288.0,180,279,4,217,58,0,0,77,3,1,2,2,data/boss5_games/6480824/game_895549929.raw
